key,input,activity10
KVSRWNPBUMDYOQ-RITPCOANSA-N,COC(=O)[C@@H]1[C@@H](C=O)C1(C)C,0.15726072607260724
FTBBGQKRYUTLMP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc[nH]1,0.15841584158415842
SNQQJEJPJMXYTR-UHFFFAOYSA-N,COC(=O)c1cccc(C(=O)OC)n1,0.0825082508250825
XJFIKRXIJXAJGH-UHFFFAOYSA-N,O=c1[nH]c2ccc(Cl)nc2[nH]1,0.24257425742574257
WXNXCEHXYPACJF-UHFFFAOYSA-N,CC(=O)NC(CC(C)C)C(=O)O,0.036716171617161716
LPBZKHDAKWWKDV-UHFFFAOYSA-N,Cc1nc2sccn2c1C(=O)NN,0.12128712871287128
DKSPRNJUDCWTID-UHFFFAOYSA-N,C1c2c(-c3nnn[nH]3)n[nH]c2C2CC12,0.23635077793493633
FVCKLOGYXTZIAN-NSCUHMNNSA-N,C/C=C/C#COC(=O)C1CN=CNC1,0.19323432343234323
ULDDTFAPYWLDGF-UHFFFAOYSA-N,CCCCN/C(N)=N/O,0.2145214521452145
HKOOXMFOFWEVGF-UHFFFAOYSA-N,NNc1ccccc1,0.11666666666666667
YBSZXIUKDXSGSC-UHFFFAOYSA-N,Cc1cc(C)[n+]2nc(C)n(C)c2n1,0.32517680339462524
PQJZHMCWDKOPQG-UHFFFAOYSA-N,O=C(O)C(=O)Nc1ccccc1,0.04950495049504951
QPLOLKZREQUJTC-UHFFFAOYSA-N,Cc1ncn2c(N(C)C)nncc12,0.3077557755775578
LYHHOFKJUMPEBV-UHFFFAOYSA-N,Cc1cc(=O)[nH]c(C2CCCNC2)n1,0.37087458745874585
NBGMCAGDMQPEBF-UHFFFAOYSA-N,Cc1nc2nc(N)nc(N)c2nc1C,0.10396039603960396
VTMATBHAKYANPP-UHFFFAOYSA-N,CN(C)CCCNC(=S)S,0.28671617161716173
JHPVZICOKOUZCF-SNVBAGLBSA-N,CC(C)(C)[C@@]1(O)C[N+](C)(C)CCO1,0.17632013201320132
JHTWYDHODRPLCW-RITPCOANSA-N,CC1=C[C@H](N)[C@H](C(=O)O)C1,0.04339933993399339
JQCBHVKQBLOSBD-UHFFFAOYSA-N,N=C(N)Cc1cccc(C(=O)O)c1,0.16336633663366337
RPYVIDQHSNAQAX-UHFFFAOYSA-N,C#CC1(O)CC(C)N(C)C(C)C1,0.1531353135313531
GNUCLSFLDHLOBV-UHFFFAOYSA-N,NC(C(=O)O)C(O)c1cccs1,0.054455445544554455
GXUAKXUIILGDKW-UHFFFAOYSA-N,COc1ccc(C(N)C(=O)O)cc1,0.0594059405940594
MCWYKGGJUASALA-MROZADKFSA-N,C[C@@H](C(=O)O)[C@@H]1C[C@H]1N,0.043894389438943894
QUXLCYFNVNNRBE-UHFFFAOYSA-N,Cc1cccc(N)n1,0.09834983498349834
XIBUBTQSOGWALU-UHFFFAOYSA-N,CCCC1(CC)C(=O)NC(=O)NC1=O,0.1373762376237624
RRJZGRCYRQRMEO-UHFFFAOYSA-N,CN(C)CCSS(=O)(=O)O,0.1981848184818482
RTLDJXGEOSVJEX-UHFFFAOYSA-N,O=C(O)C(O)c1ccco1,0.07920792079207921
JNCTYICYMGUAAK-UHFFFAOYSA-N,C#Cc1c(CO)cnc(C)c1O,0.13333333333333333
CACLKPLCEQSUCF-UHFFFAOYSA-N,Cn1ncc2sc3nncn3c21,0.29158415841584157
WICPORLNXBPBPR-UHFFFAOYSA-N,NC(=O)CCc1ccc(N)cc1,0.2747524752475248
SGZFJWQQBHYNNF-UHFFFAOYSA-N,O=C1Nc2ccccc2C1O,0.12871287128712872
ZSKDXMLMMQFHGW-JTQLQIEISA-N,OC[C@@H]1Cc2ccccc2CN1,0.23514851485148514
VRIIGDREOCLUPJ-UHFFFAOYSA-N,CCOC(=O)NN1CC=CCC1,0.23639792550683641
BNHMPHAWYKRSIF-UHFFFAOYSA-N,NC(CS)CCCCC(=O)O,0.14356435643564355
OVPMVOVVCQTDEO-UHFFFAOYSA-N,CC(=O)C(=[N+]=[N-])C(=O)OC(C)(C)C#N,0.08745874587458745
PTEMGJSNACOECE-UHFFFAOYSA-N,CC(=O)Nc1cc(NC(C)=O)ncn1,0.06064356435643564
VQASKUSHBVDKGU-UHFFFAOYSA-N,CCC1(C)OC(=O)N(C)C1=O,0.23285007072135785
OLNZOLAKUZHHFC-WDSKDSINSA-N,CCOC(=O)N[C@H]1CC[C@@H]1N,0.10793257897218292
KTWYCDBFLVQSAE-UHFFFAOYSA-N,CC(=O)OCc1nnn2c1CCC2,0.2170909948137671
CJQWLNNCQIHKHP-UHFFFAOYSA-N,CCOC(=O)CCS,0.28138849599245647
QEESFGJMQBONPV-UHFFFAOYSA-N,C=C(NC(=O)C1CC1(C)C)C(=O)O,0.039603960396039604
JASKMEUWYOXVFB-SSDOTTSWSA-N,NC[C@@H](CC(=O)O)Cc1ccco1,0.12046204620462046
LTEPZFZSPZASKJ-UHFFFAOYSA-N,O=C(CCO)c1ccc(O)cc1,0.061386138613861385
RHQDFWAXVIIEBN-UHFFFAOYSA-N,OCC(F)(F)F,0.09801980198019801
WXPYBUNRDDNOHK-UHFFFAOYSA-N,CC1Cn2c([N+](=O)[O-])cnc2O1,0.12706270627062707
STLLWMVKGSDWJT-UHFFFAOYSA-N,COc1ccccc1CNC(=N)N,0.14867986798679866
OUNXXBYNOUBNPF-UHFFFAOYSA-N,Clc1ccc2nncn2n1,0.17986798679867988
AKGUXECGGCUDCV-POHAHGRESA-N,NC(=O)N/N=C\c1ccccc1,0.10354785478547854
JKUHZEQDSDGIBW-UHFFFAOYSA-N,CC1(C)CNC(=O)CC(C)(C)N1O,0.08630363036303629
GPANNGWSSZJFPV-UHFFFAOYSA-N,O=C(O)CCCC1CCC(=O)N1,0.07376237623762376
COSSAOQSSXDIQW-JGVFFNPUSA-N,C[C@H]1OC[C@@H](C[N+](C)(C)C)O1,0.18564356435643564
REFCSLFSFZSHSF-UHFFFAOYSA-N,CC1(C)OC(C(=O)O)=CC1=O,0.03094059405940594
IQWCBYSUUOFOMF-BENRWUELSA-N,CO/N=C(/C#N)C1CN2CCC1CC2,0.32590759075907594
KNJPFVDARFWNET-IHWYPQMZSA-N,C/C=C\C(CN)CC(=O)O,0.07235973597359736
NKWKQENSIQASKC-UHFFFAOYSA-N,N=C(CCl)NCCCCN,0.3072607260726073
ITATYELQCJRCCK-UHFFFAOYSA-N,COC(=O)C(O)c1ccccc1,0.10726072607260727
GLSUOACRAMLJIW-UHFFFAOYSA-N,C=C=CC(=O)OCC,0.11593587930221591
JFCQEDHGNNZCLN-UHFFFAOYSA-N,O=C(O)CCCC(=O)O,0.029290429042904288
YFYAZKRTXIUHMX-UHFFFAOYSA-N,CCCn1nnc(NC(=O)C(C)C)n1,0.15835690711928332
RLHPGMQZQAPQMB-UHFFFAOYSA-N,N=C(N)Nc1ccc(O)cc1,0.10726072607260727
JFHAMNVZHGKQDQ-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(=O)NC1C,0.11039603960396038
XUGCZDJCOYYMLB-RXMQYKEDSA-N,N[C@H](CC(=O)c1cccs1)C(=O)O,0.09405940594059406
CNTRRBGETIJCNM-UHFFFAOYSA-N,CCCCNC(=O)OCCO,0.29207920792079206
ZIRUVVYZSHKYCQ-PBKGFPTLSA-N,C/C=C/C#CC#C[C@H](O)CCO,0.13335690711928336
YEEVOZHRRAHGLD-UHFFFAOYSA-N,O=C1CCC(=O)N1c1ncccn1,0.14727722772277227
VLNBLDKJEZWHGP-UHFFFAOYSA-N,CC12OC1C1(O)CCCC1=CC2=O,0.2004950495049505
FBOZMFXZEXWVJC-UHFFFAOYSA-N,CC(C)C1CC1(CN)c1nnn[nH]1,0.21287128712871287
MBARKXJKNRDGRA-WNXMRAAYSA-N,CC/N=C(/C=N/O)N(C)C,0.18432343234323434
QGNQEODJYRGEJX-UHFFFAOYSA-N,O=C1Cc2ccccc2C(=O)N1,0.2376237623762376
MUBYTRYBVWQAKF-UHFFFAOYSA-N,CC1(O)C=CC(=O)C=C1,0.09405940594059406
YHGDZQUUDOZXID-UHFFFAOYSA-N,N=C(N)C1OCc2ccccc2O1,0.11386138613861387
BNHGNFYPZNDLAF-UHFFFAOYSA-N,N#CCC(N)=C(C#N)C#N,0.1707920792079208
DZNVSQPEELWIFL-UHFFFAOYSA-N,CCn1cnc2c1C(=O)C=CC2=O,0.2297854785478548
MGKKEVVRFCPKMQ-SYOAYPNSSA-N,C#CCO/N=C/[C@H]1CN2CC[C@H]1C2,0.5853960396039604
QSMSJHRQUBQMKD-UHFFFAOYSA-N,CC(CO)C(C)C(=O)O,0.043894389438943894
SDTFBAXSPXZDKC-UHFFFAOYSA-N,Nc1nc2ccccc2c(=O)[nH]1,0.17574257425742573
FWZUNOYOVVKUNF-UHFFFAOYSA-N,C=CCOC(C)=O,0.12880716643092877
DUKLUIAXHKCMQI-UHFFFAOYSA-N,O=C(O)C(Cl)(Cl)C(=O)O,0.07293729372937294
CKFCYMDUKBIIHV-UHFFFAOYSA-N,CN(C)CCOC(=O)N(C)C,0.14425978312116924
RYQHXWDFNMMYSD-UHFFFAOYSA-O,C[n+]1ccc(/C=N/O)cc1,0.1311881188118812
MBGUEYZJLORBNG-UHFFFAOYSA-N,CCCOC(=O)C1(C)C=CC=[N+]1[O-],0.12198255539839697
DPGGDVPPQMXEOF-UHFFFAOYSA-N,Cn1cnc([N+](=O)[O-])c1S,0.16552333804809052
BLKTWYUKESHQDJ-QMMMGPOBSA-N,CCNCC(=O)N1CCC[C@H]1C#N,0.1552805280528053
AZBOTYZVVSPOGY-DTWKUNHWSA-N,Cc1cc([C@H]2C[C@H](CO)CN2C)on1,0.22475247524752476
CVALVQJZQFHELD-UHFFFAOYSA-N,CC(=O)OC[n+]1ccccc1,0.10215700141442716
JJDMKDXGNVJWCD-UHFFFAOYSA-N,NC(=O)c1cccc2[nH]cnc12,0.23432343234323433
DAKDWRYLIPLFNB-UHFFFAOYSA-N,N#Cc1ccc(C(=O)NO)cc1,0.17986798679867988
FYMKTGYXMFIGTR-UHFFFAOYSA-N,CCNCCCNCCCNCC,0.4900990099009901
RVQKKYXTHSVLLB-UHFFFAOYSA-N,NCCn1ncc2ccc(O)cc21,0.13325082508250827
CWSXPZYRFGYVBO-ZETCQYMHSA-N,CC(C)C[C@H](CN)Cc1nnn[nH]1,0.1900990099009901
RWCIPYZWXPUGRM-UHFFFAOYSA-N,CCP(=O)(O)CCCN,0.22516501650165016
WKBXDYPKIPBECR-UHFFFAOYSA-N,NCC1OCc2c1ccc(O)c2O,0.1448019801980198
YSCJJOXSVFNSPY-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(C2=NCCN2)c1,0.32425742574257427
BPFXQVPDQWEYFA-YUMQZZPRSA-N,Cn1ncc([C@H]2CN3CC[C@H]2C3)n1,0.5185643564356436
CNTKQZXDAYRFBY-UHFFFAOYSA-N,O=c1cc(O)c2ccc(O)c(O)c2o1,0.11633663366336634
NTVVAXXCLZJWPT-UHFFFAOYSA-N,Nc1ccc(CC2=NCCN2)cc1,0.2794554455445545
MVIPFBVXMASPHV-UHFFFAOYSA-N,CCC(CN)CC(=O)O,0.09009900990099011
QWPCKAAAWDCDCW-VKHMYHEASA-N,N[C@@H](CCSN=O)C(=O)O,0.06468646864686468
GCTMBEAVSLUTAW-UHFFFAOYSA-N,Nc1ccc2[nH]c(=O)cnc2c1,0.13366336633663367
UQOFGTXDASPNLL-HLTSFMKQSA-N,C[C@H]1O[C@@H](C[N+](C)(C)C)C[C@@H]1O,0.14059405940594058
DYUMBFTYRJMAFK-UHFFFAOYSA-N,N#Cc1ccc[nH]c1=O,0.15841584158415842
HWJHRPKZRZGNDH-UHFFFAOYSA-N,CC(C)(C)NC(=O)NO,0.1099009900990099
HYPMQJSKHPUPFW-UHFFFAOYSA-N,COC(=O)N1CCN=C1SC,0.08531353135313532
PYKHJSHBCGXOGW-SREVYHEPSA-N,C/C(CCN(C)C)=N/O,0.1630598774163131
WYHYNUWZLKTEEY-QDNHWIQGSA-N,[2H]C1C(C(=O)O)C([2H])C1C(=O)O,0.01815181518151815
ZOULUQNTQXNCKL-RKDXNWHRSA-N,NCC[C@H]1CCC[C@H](CCN)N1,0.4036303630363036
UHLKYVNSNIWKGX-UHFFFAOYSA-N,N=C(N)Nc1cccnc1,0.11014851485148515
SDXKNLVFKYSEAE-UHFFFAOYSA-N,CCCNCCCCNC(C)=O,0.43894389438943887
BVOLUTNLKJMNSA-UHFFFAOYSA-N,NC(=O)NN=C1CCn2cccc21,0.1254125412541254
ZOQXZSBVIOSOGM-UHFFFAOYSA-N,O=C1CCCN1CC#CCN1CCC1,0.37623762376237624
HURFIFVKMMRHHO-UHFFFAOYSA-N,COc1ccc(O)c(CN)c1,0.1396039603960396
IOMZCWUHFGMSEJ-UHFFFAOYSA-N,NNc1ccc(S(=O)(=O)O)cc1,0.19306930693069307
ABQHLJFPKHMBRJ-XFSBKJJWSA-N,O=C(O)/C(=N/O)C(F)(F)F,0.043894389438943894
LOESLMDNPQYFOG-UHFFFAOYSA-N,O=C(O)CCc1ncc[nH]1,0.09028760018859028
ZIPKWPPCKXBHEO-YFKPBYRVSA-N,N[C@H](CS)CCCC(=O)O,0.13366336633663367
YEINQAJIPMWJID-UHFFFAOYSA-N,Cc1cc(C(=O)O)c(O)c(CO)n1,0.08514851485148514
VIDVRVQOCVNHJG-UHFFFAOYSA-N,CN(C)C(=O)OCc1n(C)cc[n+]1C,0.11766855256954267
UJLMQYCGYGVEFV-ZJUUUORDSA-N,O=C(CC1CC1)N1C[C@H]2CCN[C@H]2C1,0.23267326732673269
KWHFVHRLIRLOLD-UHFFFAOYSA-N,CC(C(=O)O)C1SC(=O)NC1=O,0.04414191419141914
VREWEZFRKMWHEA-UHFFFAOYSA-N,O=C(c1c[nH]cn1)C1CCNCC1,0.24504950495049505
FEVIBJLRLZJFOR-UHFFFAOYSA-N,Cc1ccc(NC(=N)N)nc1,0.12013201320132012
CDMPVNKBFKEZMV-UHFFFAOYSA-N,CCS(=O)(=O)c1nonc1C,0.23514851485148514
CTSBUHPWELFRGB-VIFPVBQESA-N,O=C(O)[C@H](CO)NCc1ccccc1,0.09900990099009901
FVIOLJXJPWNFRB-UHFFFAOYSA-N,Cc1nccnc1N(C)C,0.15759075907590758
YYZCEOGYVYXDPC-YHYXMXQVSA-N,C/C(=N/NC(N)=S)c1ccc[nH]1,0.12805280528052806
PVXJBKOQPCPILX-UHFFFAOYSA-N,COc1cccc(OCC(O)CO)c1,0.2161716171617162
ZFPGARUNNKGOBB-UHFFFAOYSA-N,CCN1CCCC1=O,0.1905940594059406
PMVJGZGFFBJYLQ-UHFFFAOYSA-N,O=C(CNOCc1ccccc1)NO,0.09777227722772278
RRJOGGGKSTVZGQ-UHFFFAOYSA-N,N=C(N)NCc1ccc(O)cc1,0.1443894389438944
SQPJPMMCBPDNJN-WCBMZHEXSA-N,CC(C)=C[C@H](O)[C@H](O)C1=CC(=O)OC1,0.12563649222065065
WFIWHFWPQQSJDD-UHFFFAOYSA-N,NC(=O)c1c(O)cccc1O,0.12871287128712872
GVOOYVOZPRROMP-SSDOTTSWSA-N,Fc1ncccc1OC[C@H]1CCN1,0.31641914191419146
FZLIGRQKDXWIEQ-UHFFFAOYSA-N,Cc1cc(O)cc(=O)n1C,0.1254950495049505
XLYMOEINVGRTEX-ONEGZZNKSA-N,CCOC(=O)/C=C/C(=O)O,0.08993399339933994
PENAWPNXAHVARH-UHFFFAOYSA-N,CNC(=N)Nc1ccc(C(=O)O)cc1,0.0858085808580858
RKBQPUFPJRCJKE-UHFFFAOYSA-N,Cc1c(N)cc(N)cc1C(=O)O,0.0858085808580858
NVZINPVISUVPHW-UHFFFAOYSA-N,Cc1cccc(S(N)(=O)=O)c1,0.1188118811881188
ONYIKZRNXOSDCH-DJWKRKHSSA-N,Cc1noc(/C=N\O)n1,0.1443894389438944
YYUALTZHLJSXFR-UHFFFAOYSA-N,CC1CCC(=O)N1CC#CCN(C)C,0.4401815181518151
OYYKDTUIUXKOQS-UHFFFAOYSA-N,N=C(N)Nc1ncccc1[N+](=O)[O-],0.09504950495049505
OCOHIHUGGMQQMV-UHFFFAOYSA-N,CCc1ccc(C(N)=O)cn1,0.19306930693069307
DYVQTUZCXQZYGL-UHFFFAOYSA-N,O=C1CCCC(=O)C1C(=O)C1CC1,0.04950495049504951
VLLNDFLBLMNWOM-UHFFFAOYSA-N,Cc1nnc(C23CCN(CC2)C3)o1,0.4075907590759076
WWKWWGIKNDEUJE-UHFFFAOYSA-N,Nc1nc(=O)[nH]c2sccc12,0.12623762376237624
JMWRIQIIDLNILM-RQJHMYQMSA-N,C=CC[C@H]1CN[C@H](C(=O)O)C1,0.1815181518151815
AXRCJZJVVZUOHN-UHFFFAOYSA-N,O=C(O)c1ccc2c(c1)no[n+]2[O-],0.10024752475247525
JNGWGQUYLVSFND-UHFFFAOYSA-N,CC1(c2ccccc2)NC(=O)NC1=O,0.055280528052805276
XLYBWYJEEHPZMQ-UHFFFAOYSA-N,Nn1c(S)nnc1-c1ccco1,0.17623762376237626
ZLAAPNRAYFZHNK-UHFFFAOYSA-N,CNC(=O)Nc1ccccn1,0.07095709570957096
DNJFTXKSFAMXQF-UHFFFAOYSA-N,CN1CCC=C(C(=O)O)C1,0.054455445544554455
AAQCEQKLOPOEPG-UHFFFAOYSA-N,c1ccc(-c2cnn3nnnc3n2)cc1,0.1782178217821782
QNEXFJFTGQBXBJ-UHFFFAOYSA-N,CC(COc1ccccc1)NN,0.22211221122112212
PLIKAWJENQZMHA-UHFFFAOYSA-N,Nc1ccc(O)cc1,0.12458745874587458
XPAWJQUCISBPJW-ONNFQVAWSA-N,C/C=N/OCC(O)CNC(C)C,0.1782060348892032
NEQGOOOOLVHDDF-UHFFFAOYSA-N,CN(C)C(=O)N(CCCl)N=O,0.25
QWVNYYTZIQWSRS-UHFFFAOYSA-O,CCCC[N+](C)(C)CC(=O)O,0.16041961338991043
BELUKKYRXNKAEK-VIFPVBQESA-N,CN1CCC[C@H]1COc1cnccn1,0.4275695426685526
AOIHJKREJFPKDL-BYPYZUCNSA-N,N[C@H](CS)CCC(=O)O,0.060396039603960394
HGCAUCAWEADMPM-RXMQYKEDSA-N,CC(C)C[C@H](N)P(=O)(O)O,0.0811056105610561
CLTMYNWFSDZKKI-UHFFFAOYSA-N,NCc1ccccc1C(=O)O,0.07425742574257425
NUPZIDZMIWEQNX-VHSXEESVSA-N,CC[C@H]1COC[C@@H](C[N+](C)(C)C)O1,0.26732673267326734
VHNQIURBCCNWDN-UHFFFAOYSA-N,Nc1cccc(N)n1,0.09339933993399338
CSISQILZUHMAJB-UHFFFAOYSA-N,COc1ccc(C(=N)N)cc1,0.16171617161716173
SDYOVMHXYNKROV-UHFFFAOYSA-N,Cn1ncc(C(=O)O)c1Cl,0.07524752475247524
OIRUKBOUGSUYNE-UHFFFAOYSA-N,CCc1c(C)[n+]([O-])c2c([n+]1[O-])CCC2,0.27920792079207923
OAXIKPHHQBZTRO-UHFFFAOYSA-N,Cc1cc(C)n2nnnc2c1C#N,0.24339933993399343
JZKXXXDKRQWDET-UHFFFAOYSA-N,NC(Cc1cccc(O)c1)C(=O)O,0.08168316831683169
GOILPRCCOREWQE-UHFFFAOYSA-N,COc1ncnc2nc[nH]c12,0.25123762376237624
HDLWINONZUFKQV-QMMMGPOBSA-N,O=C([C@@H]1CCCN1)N1CCCC1,0.1782178217821782
QLPVTIQQFGWSQQ-UHFFFAOYSA-N,NCCC(=O)c1ccccc1N,0.0891089108910891
SILNNFMWIMZVEQ-UHFFFAOYSA-N,O=c1[nH]c2ccccc2[nH]1,0.2871287128712871
WBLPIVIXQOFTPQ-UHFFFAOYSA-N,CCCC1OC1(CC)C(N)=O,0.20932343234323436
ZHHCLIRTNOSAPB-UHFFFAOYSA-N,CCC(C)N1CCNCC1,0.24463696369636967
UNFHOAZOCIELCW-UHFFFAOYSA-N,O=C1CC(=O)Nc2ccccc2N1,0.12376237623762376
LRCXRAABFLIVAI-UHFFFAOYSA-N,NCC(O)c1cccc(O)c1,0.06023102310231024
GTCCGKPBSJZVRZ-UHFFFAOYSA-N,CC(O)CC(C)O,0.03498349834983498
UPSSEYSCZSETBN-UHFFFAOYSA-N,C[S+]([O-])CC(=O)c1ccncc1,0.1117986798679868
ONDNDTMAYANFKN-LURJTMIESA-N,NCCCC[C@H](N)CS,0.35148514851485146
XNLCXLPLUFBBQX-UHFFFAOYSA-O,CC(C)[N+](C)(C)CC(=O)O,0.04240924092409241
KGVWWFCEYXERAE-UHFFFAOYSA-N,C=CC[N+](C)(C)C,0.16287128712871288
XWHHYOYVRVGJJY-MRVPVSSYSA-N,N[C@H](Cc1ccc(F)cc1)C(=O)O,0.16336633663366337
SIYFLNPSVXWXGY-UHFFFAOYSA-N,O=C1CCN(C(=O)C(Cl)Cl)N1,0.09438943894389439
NXTJGIBOVGESBV-UHFFFAOYSA-N,O=C(O)CNC(=O)c1cccs1,0.09645214521452146
KWETYTFGFLMCQO-KSUZBYAFSA-N,C[C@H](O)/C=C(/C=C/[C@H](C)O)CO,0.14636963696369634
JIWAGFGPBKDFQN-UHFFFAOYSA-N,CC1CN(N=O)CC(C)N1N=O,0.19801980198019803
SOPASBFWKHVOQL-UHFFFAOYSA-N,CNCC(O)c1ccc(F)c(O)c1,0.07854785478547853
LGEXGKUJMFHVSY-UHFFFAOYSA-N,CNc1nc(NC)nc(NC)n1,0.15594059405940594
NRMZSBDXMQBQSP-UHFFFAOYSA-N,CCCCNc1cc(N)nc(=O)[nH]1,0.3935643564356436
DXUWUHDVNDSMPT-UHFFFAOYSA-N,CNC(=O)c1c(C)noc1C,0.13234323432343234
DRVCEVBLUHRJSO-DTWKUNHWSA-N,C[N+](C)(C)C[C@H]1CC[C@@H](O)C1,0.26089108910891096
KUDUQBURMYMBIJ-UHFFFAOYSA-N,C=CC(=O)OCCOC(=O)C=C,0.09859735973597358
MHMSTPWWRMNOQQ-UHFFFAOYSA-N,O=C(CNCc1ccccc1)NO,0.19554455445544555
HFIMLFRJUJSWHZ-SEZDTBSWSA-N,C[C@@H]1C[C@H]1C(=O)N1CC2CNCC2C1,0.20214521452145212
VCLPIANZRDFFDO-UHFFFAOYSA-N,CCCCNC(=O)CCCN,0.3815181518151815
GNICYWBQFNWTEP-KPKJPENVSA-N,C/C(=N\O)C(=O)NCc1ccncc1,0.10396039603960396
VIVLBCLZNBHPGE-UHFFFAOYSA-N,COCCCN(C)C,0.504950495049505
WAQXCJDLNSZZSS-UHFFFAOYSA-N,Nc1cc(-n2cccn2)ncn1,0.21782178217821782
YVPMIGCVKYQACC-UHFFFAOYSA-N,CC1CN=C(N)C1C,0.1561056105610561
SVKOUMMNDQKYPA-XVMARJQXSA-N,C[C@H]1C[C@@H]2CN[C@H](C1)O2,0.3633663366336634
YNYAYWLBAHXHLL-UHFFFAOYSA-N,COc1cc(C(O)CN)ccc1O,0.057920792079207924
VTMJKPGFERYGJF-UHFFFAOYSA-N,NC(C(=O)O)c1ccc(C(=O)O)cc1,0.0297029702970297
YRGYYQCOWUULNF-UHFFFAOYSA-N,Cc1cc(O)[nH]c(=O)c1C#N,0.04884488448844885
ANPBNAUKOUYEGJ-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C(=N)N)cc1,0.16336633663366337
ONFMFRKYPWSNLG-KXUCPTDWSA-N,C[C@@H]1O[C@H](C[N+](C)(C)C)CO[C@@H]1C,0.2767326732673267
CNYPMMIFPKZDGI-UHFFFAOYSA-N,Cc1nnn(C23CCCN(CC2)C3)n1,0.4431518151815181
ZVXQITNIMKKBBE-UHFFFAOYSA-N,c1nc(NC2CC2)c2nc[nH]c2n1,0.27722772277227725
OALGJRFKRSTPTN-UHFFFAOYSA-N,O=c1cc2c(n[nH]1)CCCO2,0.21782178217821782
PFBNSWWZXGYJSV-HYXAFXHYSA-N,CCOC(=O)/C=C\n1ccnc1,0.15496228194247996
SFRKFKTUSAUZMI-UHFFFAOYSA-N,CC1CC(=O)N2CCSC2=N1,0.1373762376237624
NAGJZTKCGNOGPW-UHFFFAOYSA-N,OP(O)(=S)S,0.08935643564356434
SZKGBSCQYWWPMO-UHFFFAOYSA-N,CC1(C)NCCN2C(=O)CSC21,0.15239273927392738
UQIOCSKMYXCWPN-UHFFFAOYSA-N,N=C(N)NC(=O)NCc1ccccc1,0.15841584158415842
IWHMHIGCZDANJP-BQBZGAKWSA-N,COC1=NO[C@H]([C@@H]2CCCN2)C1,0.40189768976897694
GJJPLKJBULCRQI-UHFFFAOYSA-O,O=C(O)C[n+]1ccccc1,0.0537953795379538
CSYZCWLVFOWQRK-UHFFFAOYSA-N,O=C1NCCc2cc(O)c(O)cc21,0.11897689768976896
UAQVHNZEONHPQG-ZETCQYMHSA-N,C[C@H](NC(=O)c1ccccc1)C(=O)O,0.0594059405940594
GCCITEYZWDUSEN-UHFFFAOYSA-N,Cc1[nH]nc(C(=O)O)c1F,0.06930693069306931
IXVPCJUAKDVYKX-UHFFFAOYSA-N,O=C(O)C(=O)c1ccco1,0.1051980198019802
MBRFGGHJIHPHGK-UHFFFAOYSA-N,c1cncc(C2=NCCN2)c1,0.2219471947194719
CLUWOWRTHNNBBU-UHFFFAOYSA-N,CSCCC=O,0.2524752475247525
WZANXVXLOKIMAM-SSDOTTSWSA-N,N[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,0.14768976897689767
GSFLSJRVNIXWKZ-UHFFFAOYSA-N,CC(Oc1ccccc1)C(=O)NN,0.06064356435643564
QKCNMYZGZIKYHA-UHFFFAOYSA-N,CCc1nnc(S)[nH]1,0.14306930693069306
RMGQCZQEHAVQDV-COBSHVIPSA-N,CNC(=O)O[C@@H]1CN2CCC1C2,0.2516501650165016
HAWLEDDGXGWVSH-UHFFFAOYSA-N,CC(C)CC(N)[PH](=O)O,0.08853135313531352
SAYAVQYFEUOMBG-HACHORDNSA-N,CN1CCC2CC1C[C@@H](O)C2,0.3131188118811881
ROZCUVMFXOURIS-UHFFFAOYSA-N,NS(=O)(=O)CCc1ccccc1,0.3722772277227723
LBZUJSQLLVDWDQ-UHFFFAOYSA-N,CN(C)CCNC(=O)c1ccccc1,0.17285478547854785
CEPDWEWFQRUWPP-UHFFFAOYSA-N,COC(=O)Cc1ccc(O)c(N)c1,0.18316831683168316
SRDQSYZOPRMHHM-UHFFFAOYSA-N,Cc1c(C)[n+]([O-])c2ccccc2[n+]1[O-],0.37211221122112215
YAJRWHPHVXTDOV-UHFFFAOYSA-N,N#Cc1ccc(NC(=O)CF)cn1,0.1518151815181518
IBGNUSRLIIGHBS-UHFFFAOYSA-N,NC(=O)c1nnc(Cl)s1,0.10841584158415841
ZFHFDZCWLKLJPP-SCSAIBSYSA-N,C=C1C(=O)OC[C@H]1C,0.07425742574257425
OEEPAVHGOFHGOB-UWTATZPHSA-N,O=C(O)[C@H]1CS1,0.014191419141914189
XREUWQRXKYLCEK-UHFFFAOYSA-N,Cc1nn(O)cc1C1CCNCC1,0.2202970297029703
QSEALXFPOAYSEI-UHFFFAOYSA-N,O=c1[nH]nc(Cc2ccccc2)o1,0.2306105610561056
YCOFRPYSZKIPBQ-UHFFFAOYSA-N,C=C(C)C1(O)OC(=O)C=C1OC,0.13025695426685524
ULHLQCLIZGYXEV-JTQLQIEISA-N,C[N+](C)(C)[C@H](C(=O)[O-])c1ccccc1,0.09282178217821782
DVJDVAAMNXVEST-UHFFFAOYSA-N,Cn1nncc1C1CN2CCC1CC2,0.5767326732673267
DUOJRBRFWMBOOS-UHFFFAOYSA-N,Cc1ccnc(SCC(N)=O)n1,0.1716171617161716
