Inchi_key,Smiles
JVBJCTDZLAGDTF-UHFFFAOYSA-N,NC(=O)c1nnsc1-c1ccco1
HJZAIMHRCPGGNJ-QMMMGPOBSA-N,O=[N+]([O-])O[C@@H](CO)c1ccccc1
CEXQIXFKTKRYBB-UHFFFAOYSA-N,c1cncc(NC2=NCCN2)c1
KANVIORDKVKQHX-UHFFFAOYSA-N,CP(=O)(O)c1cc(O)cc(O)c1
CWPDWGWHFVCTQM-UHFFFAOYSA-N,CC1CN(N=O)C(=O)O1
KFNRJXCQEJIBER-UHFFFAOYSA-N,NC1C=CC=C(C(=O)O)C1
YLPBKFNURJMKTE-PHDIDXHHSA-N,O=C1C[C@H]2OCCC[C@H]2O1
XMZREPQOKJAWPQ-JXMROGBWSA-O,C=CC[n+]1cccc(/C=N/O)c1
ZLOQOYIWTGOTQI-UHFFFAOYSA-N,CC1Cc2[nH]nc(-c3nn[nH]n3)c2C1
OFGDOKIPNNXVCF-UHFFFAOYSA-N,CCNc1cc(=O)[nH]c(=O)[nH]1
ZXGXTTFJFGHGTL-UHFFFAOYSA-N,O=c1[nH]sc2c1CNCC2
OYKZRWMTIDKLKT-UHFFFAOYSA-N,Cc1cc[n+](CC#N)cc1
HLUIYGVTAGXCRZ-UHFFFAOYSA-N,CN(C)c1ccc(C(N)=O)cn1
QCUPYFTWJOZAOB-UHFFFAOYSA-N,CC=C(CC)C(=O)NC(N)=O
VAUYYPSVXBBKLK-DAFODLJHSA-N,NC/C=C(\CCl)C(=O)O
XLQIGLBALJNHKR-UHFFFAOYSA-N,COC(=O)c1ccncc1N
AYAUWVRAUCDBFR-ONEGZZNKSA-N,CCCOC(=O)/C=C/C(=O)O
FJRIICKTBNVAAY-UHFFFAOYSA-N,Nc1c(Nc2cccnc2)c(=O)c1=O
PTAIFTWNKAGNFS-UHFFFAOYSA-N,CC(C)(C)c1nc(N)[nH]c(=O)n1
KAGGMRWAYDOFES-ZCFIWIBFSA-N,N[C@H](CCSCCCF)C(=O)O
PMRYVIKBURPHAH-UHFFFAOYSA-N,Cn1ccnc1S
UKYSDDJUIYHEHO-UHFFFAOYSA-N,Cc1n[nH]c(=O)n1Nc1ccccc1
QBRXAOMAJRIUBJ-UHFFFAOYSA-N,CNC(=O)CCCCCNC(C)=O
ZUXVZGNVGRXENQ-UHFFFAOYSA-N,CCC(=O)n1ncc2c(=O)[nH]cnc21
YICMXCDJSOOXSM-UHFFFAOYSA-N,O=C(O)c1[nH]nc2c1COCC2
TZHVYFBSLOMRCU-YFKPBYRVSA-N,C[C@H](N)C(=O)OC(C)(C)C
NERNEXMEYQFFHU-UHFFFAOYSA-N,O=C1NC(=O)C2(CCCCC2)N1
YLDIYJYSKDFPDJ-ALCCZGGFSA-N,[O-]/[N+](=N\O)N1CCCC1
CBTOHKIGSPTQTO-UHFFFAOYSA-N,Cc1n[nH]c(=O)n1Cc1ccco1
LBZDEGAIDVFUHM-UHFFFAOYSA-N,O=C1COc2ccccc2CN1
RPHZSTQXRNQSIG-UHFFFAOYSA-N,COc1ccc([N+](=O)[O-])c[n+]1C
VHBBMEXIWWKUNY-MRVPVSSYSA-N,C[C@@H]1OCC2(CCN(C)CC2)O1
QAYICIQNSGETAS-UHFFFAOYSA-N,CN1CSC(=S)N(C)C1
XCYWDFDMXREMCT-UHFFFAOYSA-N,CC(C)(C(=O)O)n1cncn1
VIRWKAJWTKAIMA-UHFFFAOYSA-N,CC(=O)OCCCl
WRRMDSARIILZLU-UHFFFAOYSA-N,CC(C)NNC(=O)c1ccccc1N
FDKXTQMXEQVLRF-ZHACJKMWSA-N,CN(C)/N=N/c1[nH]cnc1C(N)=O
GPTBZHNSJACGDU-SNVBAGLBSA-N,C#Cc1cncc(O[C@@H]2CCNC2)c1
PXELSCOPADHBHR-UHFFFAOYSA-N,CSc1nnc(S)n1N
MGAVNXSDVHUDAJ-UHFFFAOYSA-N,C=C1CC(COC(C)=O)OC1=O
QIJPWSGHURHDHJ-ZBHICJROSA-N,CCCC1N[C@H](C(=O)O)CS1
MWNZUHRKNPCRKY-UHFFFAOYSA-N,CC1=NC2CCSCC2C(=O)N1
LAVARTIQQDZFNT-UHFFFAOYSA-N,COCC(C)OCC(C)OC(C)=O
HLOZADHABGBYKE-UHFFFAOYSA-N,NNC(=O)c1cnc2ccccc2n1
HBIYNXFRHGXYNY-BJMVGYQFSA-N,Cc1ccn(C)c1/C=N/NC(=N)NO
FBWPWWWZWKPJFL-UHFFFAOYSA-N,COc1cc(C(O)CO)ccc1O
VRGHSYHERKHVHD-UHFFFAOYSA-N,C[N+](C)(C)CCSS(C)(=O)=O
QUUIEUHVHMNXRT-UHFFFAOYSA-N,CC(C)C(O)C#CC(C)(C)O
JMLWVOVCQLQVJI-UHFFFAOYSA-N,NCC(=O)Nn1ccc2ccccc21
GWKLNCUXOUHWLL-UHFFFAOYSA-N,N=C(N)NCCc1ccccc1
LVGMMVAWLISWJD-UHFFFAOYSA-N,NC1CCN(c2cccnc2)C1
WYMOPTUEZWGCKJ-UHFFFAOYSA-N,O=C(O)CCCc1c[nH]cn1
JHRKPNVDOPKCMX-UHFFFAOYSA-N,CC12CN3CN(C1)CC(C)(C3)C2=NO
JVHGZUMMCUZPHC-UHFFFAOYSA-N,O=c1ccc(O)ccc1O
SNLSQAFFALEHGJ-UHFFFAOYSA-N,NOCc1ccccc1O
SJRPBOIYIJEXKQ-VIFPVBQESA-N,NCc1cncc(OC[C@@H]2CCN2)c1
CMTNHTJUNZPFMW-UHFFFAOYSA-N,Cc1n[nH]c(O)c1C
HTPKGNSSLQBQRI-WEVVVXLNSA-N,O=C(NO)N/N=C/c1cccnc1
HYXWOVSEEKCMOC-WEVVVXLNSA-N,CNC(=S)N/N=C/c1ccco1
CCFAGRVEHSCROQ-UHFFFAOYSA-N,OCC(O)C(O)c1ccccc1
PJDFLNIOAUIZSL-UHFFFAOYSA-N,C=CC(N)CCC(=O)O
ZWUROWZCQQHVIQ-UHFFFAOYSA-N,O=C(NN1CCOCC1)c1ccco1
FZIYKQZBEAJXLJ-UHFFFAOYSA-N,O=c1[nH]c2c(c(O)c1[N+](=O)[O-])CCC2
VEDPMPOSMIIBBR-UHFFFAOYSA-N,CNC(=O)OCCC(C)N(C)C
IHJHBENHAPEINI-SNAWJCMRSA-N,COC(=O)/C=C/C(=O)c1cccnc1
TXILEUYNMYGOLO-UHFFFAOYSA-N,O=C1C=CC(=O)c2c1nc[nH]c2=O
DWWOWEVEYNNOIT-WDSKDSINSA-N,CC(C)OC(=O)[C@H]1C[C@@H]1C(=O)O
KNARVBXGIRZZRK-HTQZYQBOSA-N,C[C@H](C#N)N(C)C(=O)[C@@H](N)C(C)(C)C
ATDGTVJJHBUTRL-UHFFFAOYSA-N,N#CBr
DEYMOQSHMQAAFX-UHFFFAOYSA-N,NC(=O)CCCCCO
GGAWXSMRRDXBKS-UHFFFAOYSA-N,CCCC(O)(CC(=O)O)CC(=O)O
IKLKJTFARODVHU-UHFFFAOYSA-N,O=C1NC2(CCCCO2)CO1
YXXVUCJIQAMZSQ-UHFFFAOYSA-N,Cc1c(CN)o[nH]c1=O
JVVDCSIOVVWLMN-NQMVMOMDSA-N,CC(C)[C@H]1CO[C@@H]2O[C@H](C)CC(=O)N21
VHWSFLJKPUEMJW-UHFFFAOYSA-N,NCc1ccc(C(=O)O)s1
IXOBWMNTICTXOJ-JTQLQIEISA-N,N#CC[C@@]1(O)C(=O)Nc2ccccc21
NMTCCVZABWWGSB-UHFFFAOYSA-N,CN(C)c1nc2ccccc2[nH]1
YFMPSMITLLBENU-UHFFFAOYSA-N,NCc1ccc(O)c(O)c1
XYVILBTXXYZRJG-UHFFFAOYSA-N,CCn1ccc(=O)n2nc(C)cc12
ZGDPMMNCASKHKU-UHFFFAOYSA-N,N#Cc1cnn2cc[nH]c12
SQWYSZZSXTXVLQ-UHFFFAOYSA-N,O=C(O)C(=O)CC(=O)c1nccs1
KYWMCFOWDYFYLV-UHFFFAOYSA-N,O=C(O)c1ncc[nH]1
UBHJGMUGSKDVDO-UHFFFAOYSA-N,C#CCNNCc1ccccc1
JTEWXLMHFCOPAX-UHFFFAOYSA-N,CCC1COC(N)=N1
JFICWBJQMVMQJL-UHFFFAOYSA-N,NC(=O)C1Cc2cc3c(cc21)OCO3
VQZRXBOTCNWNLM-UHFFFAOYSA-N,Cc1nc(C)nc(N)n1
HQGJDZOAHPIJMI-UHFFFAOYSA-N,O=C1OCCN2Oc3ccccc3C12
STFMKRBMUMYLTM-UHFFFAOYSA-N,O=C1NCC2NCCc3cccc1c32
RPHKINMPYFJSCF-UHFFFAOYSA-N,Nc1cc(N)cc(N)c1
YBPAYPRLUDCSEY-UHFFFAOYSA-N,NC(=O)Cc1ccc(O)cc1
CEXQIXFKTKRYBB-UHFFFAOYSA-N,c1cncc(NC2=NCCN2)c1
VADVRIAPCDFQJU-YFKPBYRVSA-N,CC(C)(C)SC[C@H](N)C(=O)O
REUNOXHTPWSRBV-UHFFFAOYSA-N,Nc1nc(N)c2c(N)cccc2n1
UCCVCCAWSDESJE-UHFFFAOYSA-N,CC1=CC(=O)C(N2CC2)=CC1=O
LVPLGMIOSVEITG-RKDXNWHRSA-N,NNC(=O)[C@@H]1C[C@@H]1c1ccccc1
ULDDTFAPYWLDGF-UHFFFAOYSA-N,CCCCN/C(N)=N/O
UGFILLIGHGZLHE-UHFFFAOYSA-N,COC(=O)Cc1ccc(O)c(O)c1
HVNDNXAQURYIMM-UHFFFAOYSA-N,N#Cc1c(-c2ccco2)no[n+]1[O-]
ITIIRROMYLIKFO-UHFFFAOYSA-N,COC(C(=O)O)c1c(C)o[nH]c1=O
WOXWUZCRWJWTRT-UHFFFAOYSA-N,NC1(C(=O)O)CCCCC1
BWKMGYQJPOAASG-VIFPVBQESA-N,O=C(O)[C@@H]1Cc2ccccc2CN1
YDXXODUTMJQYED-UHFFFAOYSA-N,O=c1c2c(c1=O)-c1ccccc1CN2
VQYIJHJVYPQOST-UHFFFAOYSA-N,CN1CN2CCCN3CCCC(=N1)C32
BWYSIRTZMFWEOO-UHFFFAOYSA-N,O=C1CN2Cc3ccncc3N=C2N1
TXQWFIVRZNOPCK-UHFFFAOYSA-N,NCc1ccncc1
UORYAOZFMGBGAC-UHFFFAOYSA-N,CN(N)S(=O)(=O)c1ccccc1
HPBPYAVNZRYWLD-ZETCQYMHSA-N,CN1C[C@@H](C[N+](C)(C)C)OC1=O
SBWTUWFTYZFCSZ-UHFFFAOYSA-N,Cc1nc([N+](=O)[O-])c(C(=O)O)n1C
KSPQDMRTZZYQLM-UHFFFAOYSA-N,O=C(O)CNC(=O)c1ccco1
KQTMKEHKXBCEMK-UHFFFAOYSA-N,C=CCOc1ncnc2[nH]cnc12
HBECYYFDLZZMPL-UHFFFAOYSA-N,C=C1C(=O)C2(C)OC2(C)C1C(=O)O
PWHUPFOHNXWYSH-UHFFFAOYSA-N,NC(=O)NCc1cccnc1
COSYQYFCEAMLKE-UHFFFAOYSA-N,N=C(N)c1ccc(CCO)cc1
UXSRDBONEIZHCE-UHFFFAOYSA-N,CNc1ncnc(NC)c1[N+](=O)[O-]
HMVFITKXZCNKSS-UHFFFAOYSA-N,COCCN(C)C
VLCFOSLTBCJPAO-UHFFFAOYSA-N,O=C(CCc1ccc(O)cc1)NO
VEWZXPAMIBRPDO-UHFFFAOYSA-N,CC1CN(C)C(=N)S1
IDVVQLXLSWIVFL-UHFFFAOYSA-N,CCN1CC[N+]2(CCCC2)CC1
IZQAUUVBKYXMET-UHFFFAOYSA-N,NCCBr
AXFABVAPHSWFMD-UHFFFAOYSA-N,O=c1cc(Cl)nc[nH]1
VKPPFDPXZWFDFA-UHFFFAOYSA-N,NCCCl
MJHCBNPVMDFHJQ-UHFFFAOYSA-N,CNC(=O)C1=CCCC1
UNEXDAIMKPVMLS-CBAPKCEASA-N,CCOC(=O)[C@]1(C)C[C@H](C)C=[N+]1[O-]
SELRRFFYIRYVTM-UHFFFAOYSA-N,N=c1snc(N)n1-c1ccccn1
QCUPYFTWJOZAOB-HYXAFXHYSA-N,C/C=C(/CC)C(=O)NC(N)=O
CVVDYLXTNDBWJC-YFKPBYRVSA-N,N[C@H]1CC=C(C(=O)O)C1
JOICOUCDZBPSHL-UHFFFAOYSA-N,c1cc[n+](C[n+]2ccccc2)cc1
RKVBMQAVJSPNFZ-UHFFFAOYSA-N,C=C1CN(C2=NCCO2)C1
LGNSOKKCXYBTOL-LURJTMIESA-N,CC(C)C[C@H](N)CN
JWPGJSVJDAJRLW-UHFFFAOYSA-N,N=C(N)N1CCc2ccccc2C1
PVWHGWKVBXVRQC-UHFFFAOYSA-N,Nc1ncnc2c1nc1n2CCCC1
DOEFUIMTXWAGKN-KQQUZDAGSA-N,CC(=N\O)/C(CN(C)C)=N/O
HKLZABNBARUZMN-UHFFFAOYSA-N,CNCCOc1cccnc1
JXVOJRFIZVMYKD-UHFFFAOYSA-N,Nc1cc(F)[nH]c(=O)c1
NNNNJRNVSNNCGK-UHFFFAOYSA-N,Cc1noc(C(=O)O)n1
VYFYYTLLBUKUHU-UHFFFAOYSA-N,NCCc1ccc(O)c(O)c1
GVNHOISKXMSMPX-UHFFFAOYSA-N,CCCCN(CCO)CCO
VSRQFTDAABHPFF-UHFFFAOYSA-N,CC(C)Cc1cc(C(=O)NN)ccn1
SRNSUEFQKGIEPL-UHFFFAOYSA-N,CC(=O)OC1CCC2OOC1O2
WFFZGYRTVIPBFN-UHFFFAOYSA-N,O=C1Cc2ccccc2C1=O
SUMFUTVGQFEHRJ-UHFFFAOYSA-N,Nc1nc(-c2ccccn2)no1
CVPLOAPCCDDPGU-UHFFFAOYSA-N,CN1CCN(C2=CC(=O)CC2)CC1
AYGIKKUNSIUPMN-UHFFFAOYSA-N,O=C(O)CCc1nnc(S)[nH]1
PVLUBQFJUMTXOO-UHFFFAOYSA-N,CC(=O)O/N=C(\N)c1cccnc1
AZHGGDCFQPMANU-UHFFFAOYSA-N,O=C1CNC(=O)c2ccccc2N1
UCSCCSDEGMOIQL-UHFFFAOYSA-N,COc1cccc(OC)c1C(=O)NO
JSKWGKQVODJEEJ-UHFFFAOYSA-N,CCN(C)CC#CCN1CCCC1=O
YNDCHCKPYHFVAW-UHFFFAOYSA-N,CN1CCCC1COc1cncnc1
AHHGOBRUDALIPK-QMMMGPOBSA-N,NC[C@H](CC(=O)O)c1ccc(O)cc1
OCTALGFQZRBHBD-UHFFFAOYSA-N,Cn1c(=O)c(=O)oc2ccccc21
LJBWEZVYRBKOCI-UHFFFAOYSA-N,Nc1ccc2nc(N)nc(N)c2c1
XNZJITNOOLAVMB-UHFFFAOYSA-N,CC(C#Cc1ccco1)N(O)C(N)=O
NBMFDNRJHLWVHY-WDEREUQCSA-N,OCC[C@H](O)[C@H](O)Cc1ccccc1
PIFNPHGMSQOHSQ-UHFFFAOYSA-N,COC(=O)C1CCCC(N)=N1
FDBDETBIRVYJIJ-UHFFFAOYSA-N,CCn1cnc2c(N)nc(N)nc21
HDPSONAKHMNQPA-UHFFFAOYSA-N,O=C(O)c1cc(O)c(O)c([N+](=O)[O-])c1
YNDCHCKPYHFVAW-VIFPVBQESA-N,CN1CCC[C@H]1COc1cncnc1
NWIPHMJDAVGBOX-UHFFFAOYSA-N,O=C(NC1CCNCC1)C1CC1
OOJZCXFXPZGUBJ-RITPCOANSA-N,C=C1C[C@@H]1C[C@H](N)C(=O)O
ROCWONVWEMBXNL-UHFFFAOYSA-N,Cc1ccc(OCC(=O)NO)cc1
WMWUQLMRNQGYEY-UHFFFAOYSA-N,CN(C)c1nc(N)nc(CCl)n1
HMWDILXJWAOEJT-GXSJLCMTSA-N,c1cncc(N2C[C@@H]3CCN[C@@H]3C2)c1
PWZFWKUHDMFIAL-UHFFFAOYSA-N,Cn1ncc2c1CCCC2=O
AWHZTVUDUKYSTH-JGVFFNPUSA-N,CCCC[C@@H]1C(=O)N[C@@H]1C(C)=O
PMPQRINMBYHVSP-MDZDMXLPSA-N,NC(=N/Cl)/N=N/C(N)=N\Cl
FSLBEAMEKOKDTN-UHFFFAOYSA-O,C[n+]1ccn(CCC#N)c1/C=N/O
MRKZNCISKCWGLP-KPKJPENVSA-N,C/C(=N\NC(=N)N)c1ccccc1
BVRKOQJETMBIDK-UHFFFAOYSA-N,CNC(=O)C(N)Cc1ccccc1
CWSKYDZRSSRXQA-DTWKUNHWSA-N,C[C@H]1COC[C@@H](C[N+](C)(C)C)O1
NERNEXMEYQFFHU-KWCOIAHCSA-N,O=C1N[11C](=O)C2(CCCCC2)N1
IKMZGACFMXZAAT-UHFFFAOYSA-N,Cc1ccnc(N)c1[N+](=O)[O-]
SFLSHLFXELFNJZ-CMIMLBRMSA-N,[3H][C@](O)(CN)c1ccc(O)c(O)c1
BSGKWQAJXQPUTE-UHFFFAOYSA-N,COc1noc2c1C[N+](C)(C)CC2
WHKRHBLAJFYZKF-UHFFFAOYSA-N,COc1ccc(CO)cc1O
MGJSTMLRSUCUET-MLWJPKLSSA-N,CC(C)C[C@H](N)C(C)O
SGASAPRGFSSJCC-UHFFFAOYSA-N,C#CC1Cc2ccccc2C(N)=N1
IABHWYRRXGOAKL-UHFFFAOYSA-N,CCNc1nc(C#N)nc(NCC)n1
VZTGWJFIMGVKSN-UHFFFAOYSA-O,C=C(C)C(=O)NCCC[N+](C)(C)C
LFLOMAIEONDOLV-UHFFFAOYSA-N,O=C(O)C(=O)c1ccccc1C(=O)O
PUCLWILRXDULKY-CLTKARDFSA-N,N#C/C=C(/N)N1CCCC1
NHZMQXZHNVQTQA-UHFFFAOYSA-N,Cc1ncc(CO)c(CN)c1O
OBOOPWDQTYAVEJ-UHFFFAOYSA-N,Cn1cc(C(=O)O)c(Cl)n1
XXJSUOZPETWXPH-UHFFFAOYSA-N,COc1cccc(CON)c1O
IOIXDXPZPWZYMM-UHFFFAOYSA-N,O=c1[nH]c2ccncc2cc1O
YHZVXWISURHQRS-UHFFFAOYSA-N,O=C(CC(O)c1cccc(O)c1)NO
VKYNUXVHEIKKND-UHFFFAOYSA-O,C[N+]1(CC(=O)O)CCCC1
USQHEVWOPJDAAX-RITPCOANSA-N,N[C@H]1CCCC[C@H]1C(=O)O
UTMDJGPRCLQPBT-UHFFFAOYSA-N,O=[N+]([O-])c1cccc2[nH]nnc12
LLLPDUXGHXIXIW-UHFFFAOYSA-N,O=CNc1ccccc1C(=O)O
JHKCSRBLMSDCML-UHFFFAOYSA-N,CC(=O)NS(=O)(=O)c1ccccc1
ATMKRNOIEXCWPQ-HTQZYQBOSA-N,Cc1nc([C@@H]2CN3CC[C@@H]2C3)no1
ZINBYEVHNDIYBV-DUXPYHPUSA-N,NC(=O)/C=C/c1ccc(O)c(O)c1
IZDLWDMGIRBDIA-ONNFQVAWSA-N,CO/C=C/C#CC1(O)CCN(C)CC1
PAUJITBZUCOBIJ-UHFFFAOYSA-N,CC1(C)CNc2nc(N)[nH]c(=O)c2N1
QOUDZMWPQSGONB-NTSWFWBYSA-N,N[C@@H]1C=CC[C@H](C(=O)O)C1
KHBQMWCZKVMBLN-UHFFFAOYSA-N,NS(=O)(=O)c1ccccc1
PHNKNJUOTGXFNU-UHFFFAOYSA-N,Cc1nc(C(=O)O)c(C)nc1CO
IWHLYPDWHHPVAA-UHFFFAOYSA-N,O=C(O)CCCCCO
JWYOAMOZLZXDER-UHNVWZDZSA-N,N[C@H]1CCC[C@H]1C(=O)O
DCJAWPYJSRHQRN-UHFFFAOYSA-N,Cc1c(O)c(=O)ccn1CCC(=O)O
ABNFNHUEWPDNCU-UHFFFAOYSA-N,N#CN1C2CCC1CC(=O)C2
ABKWRNOGFQFNRG-UHFFFAOYSA-N,CNC1=NCC(C(=O)O)CC1
RWPYOAUYOSFJQV-JVVVGQRLSA-N,CC(=O)OC1CCN([11CH3])CC1
FNWHLSBILGQQPG-NSCUHMNNSA-N,Cn1c(/C=C/C=O)cnc1[N+](=O)[O-]
IKGBJMGGNGHTRK-UHFFFAOYSA-N,C/N=C(\S)NCCCn1ccnc1
VQPCEYJOGDXUFW-UHFFFAOYSA-N,CC1CCCC2(OC(O)C=CC2=O)O1
KCLFMGVQBHTBJW-UHFFFAOYSA-N,NCC(Br)CC(=O)O
PEYGUQISYVTMGO-UHFFFAOYSA-N,CNCCc1c(C)n[nH]c1C
KWHYPGGBFHXFLD-UHFFFAOYSA-N,C=CCc1c(C)[nH]c(=O)[nH]c1=O
QUZIMSUFTNYBSR-RUDMXATFSA-N,Cc1ccsc1/C=N/NC(=O)CO
ZMDWVDOBEGZQJC-UHFFFAOYSA-N,NC(=O)CCN1CCCCC1
CHYIHEFDRMNERM-UHFFFAOYSA-N,C=CCNc1nc(C)nc(OC)n1
FSYKBAWAYYELHH-UHFFFAOYSA-N,CCCc1cc(=O)[nH]c(N)n1
KBUWQCXQODASRJ-UHFFFAOYSA-N,Cc1ccc(O)[nH]c1=O
MKXDCLLPQDWCDQ-UHFFFAOYSA-N,N=C(N)CCCC(=O)O
MHLXKTVVNZEGPG-UHFFFAOYSA-N,O=CC(=O)Nc1ccccc1
HABHUTWTLGRDDU-UHFFFAOYSA-N,O=C(O)CCCCC(=O)C(=O)O
UCTWMZQNUQWSLP-UTDSSMFPSA-N,[11CH3]NC[C@H](O)c1ccc(O)c(O)c1
DTQUBNMARYWEPV-UHFFFAOYSA-N,NCCCC(N)C(=O)N1CCCCC1
MASWIRTUXFZGAF-UHFFFAOYSA-N,O=C1OCc2cc(O)cc(O)c21
ZBCWTLICDDQSBT-UHFFFAOYSA-N,CC(=N)NCCCc1c[nH]cn1
BOTREHHXSQGWTR-UHFFFAOYSA-N,O=C(O)C1CCOC1
WNZDAVHXNPEVHT-UHFFFAOYSA-N,CC(=O)Nc1[nH]c(C#N)nc1C#N
WQBCZTUSIWRNDW-UHFFFAOYSA-N,CC(C)C(C)C(N)=O
XPGJDPLFMWNERF-SSDOTTSWSA-N,CN(CC#N)C(=O)[C@@H](N)C(C)(C)C
ILNYJNNAHWOTDX-UHFFFAOYSA-N,CNC(=O)Nc1cc(C)nn1C
GZAFGMBZLBZENP-UHFFFAOYSA-N,CCSCC(=O)NCC(=O)OC
AIFYCUKWFYJXJO-YFKPBYRVSA-N,CC(C)N[C@@H](CS)C(=O)O
AZUHIVLOSAPWDM-UHFFFAOYSA-N,c1c[nH]c(-c2ncc[nH]2)n1
FZSZKMMXRBDBQI-UHFFFAOYSA-N,CCNC(=O)N1CCC(N(C)C)C1
KOMXDDRATCALPT-AOOOYVTPSA-N,c1cncc(N2C[C@H]3CNC[C@H]3C2)c1
FJVAQPINJBFBLI-UHFFFAOYSA-N,Cn1cnc2ccccc2c1=O
OSAKXIAFCPXTGN-UHFFFAOYSA-N,C#CC1(C#C)C=CC(=O)C(C#N)=C1
VRHPVAHXPQMOJZ-MRVPVSSYSA-N,C[C@@H](N)C(=O)NCc1ccccc1
AEKVVFWCBKEYSC-UHFFFAOYSA-N,CCC1Cn2cc([N+](=O)[O-])nc2O1
DCWBFOYEQOBQRC-UHFFFAOYSA-N,CCOc1nc2cnccc2c(=O)[nH]1
REBREQWNQBGGHA-UHFFFAOYSA-N,N=c1[cH-][n+](-c2ccc(Cl)cc2)no1
BYIORJAACCWFPU-UHFFFAOYSA-N,Nc1cncc(C(=O)O)c1
WXTMDXOMEHJXQO-UHFFFAOYSA-N,O=C(O)c1cc(O)ccc1O
KRCHFWVMXGGVKG-UHFFFAOYSA-N,Cc1ncn(C2CN3CCC2CC3)n1
PNTBLQOLHRQIRT-UHFFFAOYSA-N,N=C(N)Nc1ccccc1N
JYOLNFDUUMHDIP-JTQLQIEISA-N,C[N+]1(C)CCC[C@H]1CN1CCCC1=O
JPKKMFOXWKNEEN-UHFFFAOYSA-N,CC(O)C[N+](C)(C)C
VMSRCTIIPRWCGJ-UHFFFAOYSA-N,NC1(P(=O)(O)O)CCCCC1
ZUUATXHRJFHSGO-UHFFFAOYSA-N,NC(=NO)c1ccncc1
RXFZQWIYCJKAMJ-UHFFFAOYSA-N,C[N+](C)=CCl
DILMDBKVKPVPRX-UHFFFAOYSA-N,NC1=NCCN1c1ccccc1
VYGDBUNFMFHVLJ-RNFRBKRXSA-N,C[C@@H]1C[C@H](c2cc(=O)[nH]o2)CCN1
VQUMBATZKYCPFB-UHFFFAOYSA-N,O=[PH](O)c1cccs1
XXJWXESWEXIICW-UHFFFAOYSA-N,CCOCCOCCO
ULXKXLZEOGLCRJ-BYPYZUCNSA-N,CCSC[C@H](N)C(=O)O
UEUMMYRZUZKMRI-UHFFFAOYSA-N,CCc1n[nH]c(=O)n1CC
OJVAMHKKJGICOG-UHFFFAOYSA-N,CC(=O)CCC(C)=O
ATGXWWBLMHSRBT-UHFFFAOYSA-N,Cc1cc(C)n(-c2ncncn2)n1
HEFDTDAUQOACPX-UHFFFAOYSA-N,O=c1c2ccccc2[nH]n1CCCO
MRABAEUHTLLEML-UHFFFAOYSA-N,CCCCOC(=O)C(C)O
YCCILVSKPBXVIP-UHFFFAOYSA-N,OCCc1ccc(O)cc1
OHNSRYBTSVDDKA-YHYXMXQVSA-N,NC(=S)N/N=C\c1ccccc1O
TXDDMDVTPDDPIM-UHFFFAOYSA-N,N=C(N)NCc1cccc(C(=O)O)c1
WVORFKPUSXTJGQ-KPKJPENVSA-N,C/C(=N\O)C(=O)NCc1ccccn1
BEUOAZQMTOKUSK-UHFFFAOYSA-N,CN(C)c1nc(N)c2nccnc2n1
PVMLJDLTWMGZAH-UHFFFAOYSA-N,c1ccc(-c2nc[nH]n2)nc1
FUHVYJBSPHDDNU-UHFFFAOYSA-N,NCc1ccc(C(=O)O)o1
RPHHSSICXHMIAH-UHFFFAOYSA-N,C#CCSc1n[nH]c(N)n1
QVAXOQASZGMAHE-UHFFFAOYSA-N,Cn1c(N)nc2ncnc-2c1S
OUYCCCASQSFEME-UHFFFAOYSA-N,NC(Cc1ccc(O)cc1)C(=O)O
ACDAPUOXXWLLSC-UHFFFAOYSA-N,Cc1cccnc1CO
BEZMDAXHYKPOKZ-UHFFFAOYSA-N,C=CC1(C)OC(C(=O)O)=CC1=O
SWOXNMHOSSSHGX-UHFFFAOYSA-N,Cc1ccc(C#N)c(N)[n+]1[O-]
QETAIGUMYQMEEU-UHFFFAOYSA-N,C/N=C(\N)SCCC(=O)O
XKLVLDXNZDIDKQ-UHFFFAOYSA-N,CCCCNN
QOVHHJPYJVDSFZ-VZUCSPMQSA-N,N=C(NO)N/N=C/c1ccccc1F
KTFVTXOFNRNPRW-UHFFFAOYSA-N,CN1CCSCC1=N
VGVLMHYNQBMKKH-UHFFFAOYSA-N,O=C1OC2C=CC1C1(CCOC1=O)C2
INKKUCBCVJHWGB-UHFFFAOYSA-N,COc1c([N+](=O)[O-])ccc(N)c1N
ZZIYLVCIMJMLLL-UHFFFAOYSA-N,COC(=O)C1=CC2CCN(C1)C2
YPEWWOUWRRQBAX-UHFFFAOYSA-N,CC(=O)CC(=O)N(C)C
NPVOJIUIIYMCKF-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n2cnnc12
MSIAFRBGOYFCND-QMMMGPOBSA-N,NC[C@H](O)C1CCCCC1
HEEFKHNBQNJSOD-UHFFFAOYSA-N,NNC(=O)c1ccccc1S
XLUAWXQORJEMBD-HTQZYQBOSA-N,CC(C)[C@H]1NC(=O)[C@H]2CCCN2C1=O
MYUNWHTZYXUCIK-WEVVVXLNSA-N,N/N=C/c1ccccc1O
KNRFNTVMEIIKEB-UHFFFAOYSA-N,O=C1CCC2=C(CCCC2=O)N1
AWGDLJRTHWLHLC-UHFFFAOYSA-N,Cn1cnc(C2CN3CCC2CC3)n1
