"ChEMBL ID"	"Name"	"Synonyms"	"Type"	"Max Phase"	"Molecular Weight"	"Targets"	"Bioactivities"	"AlogP"	"Polar Surface Area"	"HBA"	"HBD"	"#RO5 Violations"	"#Rotatable Bonds"	"Passes Ro3"	"QED Weighted"	"CX Acidic pKa"	"CX Basic pKa"	"CX LogP"	"CX LogD"	"Aromatic Rings"	"Structure Type"	"Inorganic Flag"	"Heavy Atoms"	"HBA (Lipinski)"	"HBD (Lipinski)"	"#RO5 Violations (Lipinski)"	"Molecular Weight (Monoisotopic)"	"Np Likeness Score"	"Molecular Species"	"Molecular Formula"	"Smiles"	"Inchi Key"
"CHEMBL3139516"	""	""	"Small molecule"	""	"160.18"	""	""	"0.93"	"34.89"	"3"	"0"	"0"	"0"	"Y"	"0.57"	"None"	"5.39"	"0.95"	"0.94"	"2"	"MOL"	"-1"	"12"	"3"	"0"	"0"	"160.0637"	"-1.08"	"NEUTRAL"	"C9H8N2O"	"Cn1cnc2ccccc2c1=O"	"FJVAQPINJBFBLI-UHFFFAOYSA-N"
"CHEMBL1181022"	""	""	"Small molecule"	""	"144.19"	""	""	"0.31"	"37.30"	"1"	"1"	"0"	"2"	"Y"	"0.57"	"2.31"	"None"	"-4.09"	"-3.32"	"0"	"MOL"	"-1"	"10"	"3"	"1"	"0"	"144.1019"	"0.32"	"ACID"	"C7H14NO2+"	"C[N+]1(CC(=O)O)CCCC1"	"VKYNUXVHEIKKND-UHFFFAOYSA-O"
"CHEMBL61427"	""	""	"Small molecule"	""	"123.16"	"5"	"6"	"0.55"	"64.93"	"3"	"2"	"0"	"0"	"N"	"0.53"	"None"	"8.19"	"0.21"	"-0.57"	"1"	"MOL"	"-1"	"9"	"3"	"4"	"0"	"123.0796"	"-0.28"	"NEUTRAL"	"C6H9N3"	"Cc1ccnc(N)c1N"	"RWGGFJXJRPCCGD-UHFFFAOYSA-N"
"CHEMBL2171699"	""	""	"Small molecule"	""	"192.17"	"8"	"35"	"0.83"	"57.26"	"5"	"0"	"0"	"2"	"N"	"0.71"	"None"	"None"	"2.28"	"2.28"	"2"	"MOL"	"-1"	"14"	"5"	"0"	"0"	"192.0535"	"-1.04"	"None"	"C9H8N2O3"	"COc1nn(-c2ccccc2)c(=O)o1"	"RBPWSXBBSLDLJS-UHFFFAOYSA-N"
"CHEMBL150244"	""	""	"Small molecule"	""	"177.20"	"2"	"3"	"0.67"	"37.38"	"3"	"0"	"0"	"1"	"Y"	"0.55"	"None"	"None"	"0.97"	"0.97"	"0"	"MOL"	"-1"	"13"	"3"	"0"	"0"	"177.0790"	"0.44"	"NEUTRAL"	"C10H11NO2"	"CC1=CC(=O)C(N2CCC2)=CC1=O"	"JKGONFTXNUSIHG-UHFFFAOYSA-N"
"CHEMBL33055"	""	""	"Small molecule"	""	"176.22"	"2"	"2"	"0.60"	"76.76"	"2"	"2"	"0"	"2"	"N"	"0.39"	"None"	"7.41"	"1.02"	"0.72"	"1"	"MOL"	"-1"	"13"	"4"	"4"	"0"	"176.1062"	"-1.09"	"NEUTRAL"	"C9H12N4"	"Cc1ccccc1/C=N/N=C(N)N"	"NAFYBNDPHKSYLF-WUXMJOGZSA-N"
"CHEMBL443231"	""	""	"Small molecule"	""	"195.17"	"22"	"25"	"0.88"	"86.63"	"3"	"3"	"0"	"4"	"N"	"0.66"	"3.59"	"None"	"1.23"	"-4.82"	"1"	"MOL"	"-1"	"14"	"5"	"3"	"0"	"195.0532"	"-0.65"	"ACID"	"C9H9NO4"	"O=C(O)CNc1ccccc1C(=O)O"	"PJUXPMVQAZLJEX-UHFFFAOYSA-N"
"CHEMBL3621851"	""	""	"Small molecule"	""	"190.16"	"7"	"7"	"0.56"	"91.76"	"4"	"2"	"0"	"2"	"N"	"0.72"	"3.58"	"None"	"0.76"	"-2.60"	"2"	"MOL"	"-1"	"14"	"6"	"2"	"0"	"190.0491"	"-0.88"	"ACID"	"C8H6N4O2"	"O=C(O)c1ccnc(-c2c[nH]nn2)c1"	"XGBRXPYFGYDEMS-UHFFFAOYSA-N"
"CHEMBL1991904"	""	""	"Small molecule"	""	"194.15"	"53"	"53"	"0.11"	"87.90"	"5"	"0"	"0"	"1"	"N"	"0.28"	"None"	"None"	"-1.34"	"-1.34"	"2"	"MOL"	"-1"	"14"	"7"	"0"	"0"	"194.0440"	"-1.18"	"NEUTRAL"	"C7H6N4O3"	"Cn1nc2ccc([N+](=O)[O-])cc2[n+]1[O-]"	"HAZVMFIPIDRRDN-UHFFFAOYSA-N"
"CHEMBL2093127"	""	""	"Small molecule"	""	"195.16"	"1"	"1"	"0.28"	"100.62"	"3"	"3"	"0"	"4"	"N"	"0.56"	"-0.06"	"9.87"	"-2.03"	"-4.54"	"0"	"MOL"	"-1"	"12"	"5"	"4"	"0"	"195.0660"	"0.60"	"ZWITTERION"	"C6H14NO4P"	"CC(CP(=O)(O)[C@@H](C)N)C(=O)O"	"XXVGIEKADYFHOF-AKGZTFGVSA-N"
"CHEMBL1741503"	""	""	"Small molecule"	""	"164.18"	"5"	"5"	"0.28"	"74.60"	"3"	"2"	"0"	"4"	"N"	"0.62"	"3.79"	"None"	"0.32"	"-4.85"	"0"	"MOL"	"-1"	"10"	"4"	"2"	"0"	"164.0143"	"0.46"	"ACID"	"C5H8O4S"	"CS[C@@H](CC(=O)O)C(=O)O"	"RZBUKFQTUZLROF-VKHMYHEASA-N"
"CHEMBL24259"	"PHENYLSULFAMATE"	"Phenyl Sulfamate|Phenylsulfamate"	"Small molecule"	""	"173.19"	"13"	"27"	"0.27"	"69.39"	"3"	"1"	"0"	"2"	"N"	"0.70"	"10.82"	"None"	"0.62"	"0.62"	"1"	"MOL"	"-1"	"11"	"4"	"2"	"0"	"173.0147"	"-0.73"	"NEUTRAL"	"C6H7NO3S"	"NS(=O)(=O)Oc1ccccc1"	"XOIYZMDJFLKIEI-UHFFFAOYSA-N"
"CHEMBL408545"	""	""	"Small molecule"	""	"196.14"	"1"	"1"	"0.42"	"86.99"	"3"	"3"	"0"	"5"	"N"	"0.34"	"1.73"	"None"	"-0.27"	"-3.38"	"0"	"MOL"	"-1"	"12"	"5"	"3"	"0"	"196.0501"	"2.43"	"ACID"	"C6H13O5P"	"C/C(=C/CCOP(=O)(O)O)CO"	"XLZJJEISIZAARO-UTCJRWHESA-N"
"CHEMBL49948"	""	""	"Small molecule"	""	"152.18"	"1"	"1"	"0.41"	"43.08"	"5"	"1"	"0"	"0"	"N"	"0.56"	"7.11"	"6.23"	"-1.32"	"-1.50"	"2"	"MOL"	"-1"	"10"	"4"	"0"	"0"	"152.0157"	"-1.83"	"NEUTRAL"	"C5H4N4S"	"Sc1nncc2cncn12"	"YHUHWUBLXVUZLI-UHFFFAOYSA-N"
"CHEMBL316034"	""	"2,4-Pyridine Dicarboxylic Acid|Pyridine-2,4-Dicarboxylic Acid"	"Small molecule"	""	"167.12"	"39"	"121"	"0.48"	"87.49"	"3"	"2"	"0"	"2"	"N"	"0.67"	"0.87"	"6.12"	"-1.06"	"-5.81"	"1"	"MOL"	"-1"	"12"	"5"	"2"	"0"	"167.0219"	"-0.43"	"ACID"	"C7H5NO4"	"O=C(O)c1ccnc(C(=O)O)c1"	"MJIVRKPEXXHNJT-UHFFFAOYSA-N"
"CHEMBL1531971"	""	""	"Small molecule"	""	"185.25"	"9"	"12"	"0.99"	"53.82"	"4"	"1"	"0"	"1"	"N"	"0.49"	"6.12"	"2.60"	"0.53"	"-0.38"	"0"	"MOL"	"-1"	"12"	"4"	"1"	"0"	"185.0623"	"-1.17"	"ACID"	"C7H11N3OS"	"CC(C)=NNC1=NC(=O)C(C)S1"	"GERBDSYNZUNKSH-UHFFFAOYSA-N"
"CHEMBL47996"	""	""	"Small molecule"	""	"140.14"	"1"	"1"	"0.06"	"44.12"	"4"	"0"	"0"	"2"	"N"	"0.55"	"None"	"6.71"	"-0.30"	"-0.36"	"1"	"MOL"	"-1"	"10"	"4"	"0"	"0"	"140.0586"	"-1.59"	"NEUTRAL"	"C6H8N2O2"	"COC(=O)Cn1ccnc1"	"MENQOXBTQWXPJA-UHFFFAOYSA-N"
"CHEMBL146645"	""	""	"Small molecule"	""	"185.22"	"1"	"3"	"0.61"	"55.40"	"3"	"1"	"0"	"4"	"N"	"0.65"	"None"	"None"	"-0.01"	"-0.01"	"0"	"MOL"	"-1"	"13"	"4"	"1"	"0"	"185.1052"	"0.23"	"NEUTRAL"	"C9H15NO3"	"CCOC(=O)CCC1CCC(=O)N1"	"YFBCKVZBTFSKHG-UHFFFAOYSA-N"
"CHEMBL168511"	""	"N-(4-Methylphenyl)Sulfamide"	"Small molecule"	""	"186.24"	"2"	"2"	"0.61"	"72.19"	"2"	"2"	"0"	"2"	"N"	"0.71"	"10.77"	"None"	"0.40"	"0.40"	"1"	"MOL"	"-1"	"12"	"4"	"3"	"0"	"186.0463"	"-1.62"	"NEUTRAL"	"C7H10N2O2S"	"Cc1ccc(NS(N)(=O)=O)cc1"	"QYWUBUCXNBNXLM-UHFFFAOYSA-N"
"CHEMBL3211303"	""	""	"Small molecule"	""	"199.21"	"9"	"9"	"0.15"	"68.57"	"4"	"0"	"0"	"3"	"N"	"0.51"	"5.99"	"None"	"-1.45"	"-0.50"	"1"	"MOL"	"-1"	"14"	"6"	"0"	"0"	"199.0957"	"-0.36"	"ACID"	"C8H13N3O3"	"CCCC[n+]1[cH-]/c(=N\C(=O)OC)on1"	"XYCFWFRRLXWCRJ-VQHVLOKHSA-N"
"CHEMBL1399171"	""	""	"Small molecule"	""	"168.20"	"6"	"6"	"0.46"	"84.92"	"5"	"2"	"0"	"0"	"N"	"0.59"	"None"	"2.44"	"2.28"	"2.28"	"1"	"MOL"	"-1"	"12"	"5"	"3"	"0"	"168.1011"	"-0.85"	"NEUTRAL"	"C7H12N4O"	"CC(C)(C)c1nc(N)nc(O)n1"	"PTAIFTWNKAGNFS-UHFFFAOYSA-N"
"CHEMBL208267"	""	""	"Small molecule"	""	"189.60"	"6"	"14"	"0.17"	"55.40"	"3"	"1"	"0"	"2"	"Y"	"0.29"	"12.40"	"None"	"0.15"	"0.15"	"0"	"MOL"	"-1"	"12"	"4"	"1"	"0"	"189.0193"	"0.09"	"NEUTRAL"	"C7H8ClNO3"	"CCOC(=O)/C=C1\NC(=O)[C@@H]1Cl"	"PVKOCMILCBEPJW-KGJQDRRLSA-N"
"CHEMBL266540"	"QUINAZOLINONE"	"4-quinazolone|Quinazolin-4-ol"	"Small molecule"	""	"146.15"	"23"	"29"	"0.92"	"45.75"	"2"	"1"	"0"	"0"	"Y"	"0.60"	"10.22"	"5.08"	"0.72"	"0.73"	"2"	"MOL"	"-1"	"11"	"3"	"1"	"0"	"146.0480"	"-0.87"	"NEUTRAL"	"C8H6N2O"	"O=c1[nH]cnc2ccccc12"	"QMNUDYFKZYBWQX-UHFFFAOYSA-N"
"CHEMBL1288960"	""	""	"Small molecule"	""	"115.16"	"12"	"29"	"0.43"	"51.80"	"4"	"1"	"0"	"0"	"N"	"0.53"	"None"	"1.34"	"-0.27"	"-0.27"	"1"	"MOL"	"-1"	"7"	"3"	"2"	"0"	"115.0204"	"-2.33"	"NEUTRAL"	"C3H5N3S"	"Cc1nnc(N)s1"	"HMPUHXCGUHDVBI-UHFFFAOYSA-N"
"CHEMBL1363570"	""	""	"Small molecule"	""	"188.19"	"4"	"4"	"0.64"	"60.15"	"5"	"0"	"0"	"0"	"N"	"0.61"	"None"	"None"	"0.28"	"0.28"	"2"	"MOL"	"-1"	"14"	"5"	"0"	"0"	"188.0698"	"-1.54"	"NEUTRAL"	"C9H8N4O"	"O=C1CCCc2c1cnc1ncnn21"	"QMCFBAYSPJNHHZ-UHFFFAOYSA-N"
"CHEMBL120921"	""	""	"Small molecule"	""	"171.11"	"7"	"7"	"0.97"	"82.58"	"5"	"0"	"0"	"2"	"N"	"0.38"	"None"	"None"	"1.07"	"1.07"	"1"	"MOL"	"-1"	"12"	"6"	"0"	"0"	"171.0168"	"-1.54"	"NEUTRAL"	"C6H5NO5"	"COC(=O)c1ccc([N+](=O)[O-])o1"	"UTLKCGPAJUYGOM-UHFFFAOYSA-N"
"CHEMBL1329603"	""	""	"Small molecule"	""	"171.22"	"8"	"8"	"0.67"	"60.16"	"3"	"1"	"0"	"1"	"N"	"0.63"	"None"	"1.85"	"-0.02"	"-0.02"	"1"	"MOL"	"-1"	"11"	"3"	"2"	"0"	"171.0354"	"-1.19"	"NEUTRAL"	"C7H9NO2S"	"CS(=O)(=O)c1ccc(N)cc1"	"XJEVFFNOMKXBLU-UHFFFAOYSA-N"
"CHEMBL1978880"	"METHYL 2,5-DIHYDROXYBENZOATE"	"Methyl 2,5-Dihydroxybenzoate"	"Small molecule"	""	"168.15"	"64"	"65"	"0.88"	"66.76"	"4"	"2"	"0"	"1"	"N"	"0.48"	"9.56"	"None"	"2.02"	"2.02"	"1"	"MOL"	"-1"	"12"	"4"	"2"	"0"	"168.0423"	"0.56"	"NEUTRAL"	"C8H8O4"	"COC(=O)c1cc(O)ccc1O"	"XGDPKUKRQHHZTH-UHFFFAOYSA-N"
"CHEMBL3290467"	""	""	"Small molecule"	""	"177.16"	"1"	"1"	"0.36"	"69.39"	"3"	"1"	"0"	"1"	"N"	"0.67"	"7.93"	"None"	"-0.07"	"-0.19"	"1"	"MOL"	"-1"	"13"	"4"	"2"	"0"	"177.0426"	"0.06"	"NEUTRAL"	"C9H7NO3"	"NC(=O)c1cccc2c1OCC2=O"	"XHAYQYHWMQRNRK-UHFFFAOYSA-N"
"CHEMBL1440914"	""	""	"Small molecule"	""	"190.21"	"18"	"27"	"0.08"	"52.71"	"5"	"0"	"0"	"0"	"N"	"0.59"	"None"	"None"	"-0.08"	"-0.08"	"2"	"MOL"	"-1"	"14"	"5"	"0"	"0"	"190.0855"	"-1.03"	"NEUTRAL"	"C9H10N4O"	"Cn1cnc2nc3n(c2c1=O)CCC3"	"JYUFVHUEDSGZDL-UHFFFAOYSA-N"
"CHEMBL455750"	""	"2-Propylmercaptoacetylglycine"	"Small molecule"	""	"191.25"	"1"	"4"	"0.33"	"66.40"	"3"	"2"	"0"	"5"	"N"	"0.66"	"4.06"	"None"	"-0.15"	"-3.28"	"0"	"MOL"	"-1"	"12"	"4"	"2"	"0"	"191.0616"	"-1.04"	"ACID"	"C7H13NO3S"	"CC(C)SCC(=O)NCC(=O)O"	"YERIBNYNQJLMTF-UHFFFAOYSA-N"
"CHEMBL3183066"	""	""	"Small molecule"	""	"136.98"	""	""	"0.78"	"12.53"	"1"	"0"	"0"	"1"	"Y"	"0.38"	"None"	"None"	"0.86"	"0.86"	"0"	"MOL"	"-1"	"5"	"1"	"0"	"0"	"135.9524"	"0.67"	"NEUTRAL"	"C3H5BrO"	"BrCC1CO1"	"GKIPXFAANLTWBM-UHFFFAOYSA-N"
"CHEMBL357780"	""	""	"Small molecule"	""	"188.19"	"7"	"12"	"0.82"	"68.79"	"3"	"1"	"0"	"1"	"N"	"0.66"	"12.69"	"4.33"	"-0.32"	"-0.32"	"1"	"MOL"	"-1"	"14"	"5"	"1"	"0"	"188.0698"	"-2.04"	"NEUTRAL"	"C9H8N4O"	"N#CC1CN1C(=O)Nc1cccnc1"	"LPRMNMQOAKIGTM-UHFFFAOYSA-N"
"CHEMBL2354480"	""	""	"Small molecule"	""	"181.19"	"1"	"1"	"0.74"	"58.56"	"3"	"2"	"0"	"3"	"Y"	"0.53"	"8.86"	"None"	"0.64"	"0.63"	"1"	"MOL"	"-1"	"13"	"4"	"2"	"0"	"181.0739"	"-0.53"	"NEUTRAL"	"C9H11NO3"	"COc1ccccc1CC(=O)NO"	"ZDIXJJWJYFKZDS-UHFFFAOYSA-N"
"CHEMBL3188558"	""	""	"Small molecule"	""	"120.15"	""	""	"0.60"	"27.69"	"3"	"0"	"0"	"3"	"Y"	"0.51"	"None"	"None"	"0.99"	"0.99"	"0"	"MOL"	"-1"	"8"	"3"	"0"	"0"	"120.0786"	"0.22"	"NEUTRAL"	"C5H12O3"	"COC(C)(OC)OC"	"HDPNBNXLBDFELL-UHFFFAOYSA-N"
"CHEMBL451136"	"METHYLECGONIDINE"	"Methylecgonidine"	"Small molecule"	""	"181.24"	"1"	"1"	"0.95"	"29.54"	"3"	"0"	"0"	"1"	"Y"	"0.56"	"None"	"8.41"	"1.17"	"0.12"	"0"	"MOL"	"-1"	"13"	"3"	"0"	"0"	"181.1103"	"1.01"	"NEUTRAL"	"C10H15NO2"	"COC(=O)C1=CC[C@@H]2CC[C@H]1N2C"	"MPSNEAHFGOEKBI-VXNVDRBHSA-N"
"CHEMBL448017"	""	""	"Small molecule"	""	"169.18"	"2"	"7"	"0.18"	"70.14"	"5"	"1"	"0"	"2"	"N"	"0.64"	"None"	"2.49"	"0.67"	"0.67"	"1"	"MOL"	"-1"	"12"	"5"	"2"	"0"	"169.0851"	"-1.67"	"NEUTRAL"	"C7H11N3O2"	"CCOC(=O)c1cnn(C)c1N"	"MEUSJJFWVKBUFP-UHFFFAOYSA-N"
"CHEMBL1487448"	""	""	"Small molecule"	""	"153.18"	"5"	"5"	"0.88"	"42.23"	"3"	"1"	"0"	"1"	"Y"	"0.65"	"10.80"	"None"	"0.40"	"0.40"	"1"	"MOL"	"-1"	"11"	"3"	"1"	"0"	"153.0790"	"-0.72"	"NEUTRAL"	"C8H11NO2"	"CCn1c(C)cc(O)cc1=O"	"ZIIBGHUPSHQDEW-UHFFFAOYSA-N"
"CHEMBL3981727"	""	""	"Small molecule"	""	"153.14"	"3"	"3"	"0.88"	"82.05"	"4"	"1"	"0"	"1"	"N"	"0.48"	"None"	"4.79"	"1.62"	"1.62"	"1"	"MOL"	"-1"	"11"	"5"	"2"	"0"	"153.0538"	"-1.04"	"NEUTRAL"	"C6H7N3O2"	"Cc1ccnc(N)c1[N+](=O)[O-]"	"IKMZGACFMXZAAT-UHFFFAOYSA-N"
"CHEMBL4293722"	""	""	"Small molecule"	""	"152.20"	"1"	"3"	"0.85"	"36.36"	"3"	"1"	"0"	"2"	"Y"	"0.68"	"7.76"	"8.28"	"-0.17"	"-0.38"	"1"	"MOL"	"-1"	"11"	"3"	"1"	"0"	"152.0950"	"-0.62"	"NEUTRAL"	"C8H12N2O"	"CN(C)Cc1ncccc1O"	"NUMYETXZBQVFDX-UHFFFAOYSA-N"
"CHEMBL122013"	""	""	"Small molecule"	""	"163.18"	"3"	"5"	"0.28"	"37.15"	"3"	"0"	"0"	"1"	"Y"	"0.41"	"None"	"None"	"0.91"	"0.91"	"0"	"MOL"	"-1"	"12"	"3"	"0"	"0"	"163.0633"	"0.54"	"NEUTRAL"	"C9H9NO2"	"CC1=CC(=O)C(N2CC2)=CC1=O"	"UCCVCCAWSDESJE-UHFFFAOYSA-N"
"CHEMBL1987128"	""	""	"Small molecule"	""	"159.14"	"59"	"59"	"0.41"	"75.81"	"4"	"0"	"0"	"3"	"N"	"0.34"	"None"	"2.95"	"0.59"	"0.59"	"0"	"MOL"	"-1"	"11"	"6"	"0"	"0"	"159.0644"	"-0.37"	"NEUTRAL"	"C5H9N3O3"	"CCC1([N+](=O)[O-])CN(N=O)C1"	"NBJPPEDGINAGOH-UHFFFAOYSA-N"
"CHEMBL1186182"	""	""	"Small molecule"	""	"163.20"	""	""	"0.97"	"36.47"	"2"	"1"	"0"	"3"	"Y"	"0.23"	"6.76"	"None"	"-2.53"	"-3.15"	"1"	"MOL"	"-1"	"12"	"3"	"1"	"0"	"163.0866"	"-0.44"	"NEUTRAL"	"C9H11N2O+"	"C=CC[n+]1ccccc1/C=N/O"	"QCIBHTJSNLWOJP-UHFFFAOYSA-O"
"CHEMBL1650247"	""	""	"Small molecule"	""	"126.13"	"1"	"1"	"0.99"	"52.04"	"2"	"2"	"0"	"0"	"Y"	"0.51"	"None"	"4.43"	"0.46"	"0.46"	"1"	"MOL"	"-1"	"9"	"2"	"4"	"0"	"126.0593"	"-1.20"	"NEUTRAL"	"C6H7FN2"	"Nc1ccc(F)c(N)c1"	"QNDFYLBDUWCFJO-UHFFFAOYSA-N"
"CHEMBL84253"	""	""	"Small molecule"	""	"140.14"	"6"	"10"	"0.43"	"65.98"	"2"	"2"	"0"	"3"	"N"	"0.64"	"4.03"	"6.58"	"-1.44"	"-2.31"	"1"	"MOL"	"-1"	"10"	"4"	"2"	"0"	"140.0586"	"0.00"	"ACID"	"C6H8N2O2"	"O=C(O)CCc1c[nH]cn1"	"ZCKYOWGFRHAZIQ-UHFFFAOYSA-N"
"CHEMBL2229659"	""	""	"Small molecule"	""	"109.13"	"3"	"4"	"0.84"	"22.00"	"2"	"0"	"0"	"1"	"Y"	"0.49"	"None"	"None"	"0.91"	"0.91"	"1"	"MOL"	"-1"	"8"	"2"	"0"	"0"	"109.0528"	"-1.23"	"None"	"C6H7NO"	"Cn1cccc1C=O"	"OUKQTRFCDKSEPL-UHFFFAOYSA-N"
"CHEMBL1370167"	""	""	"Small molecule"	""	"150.14"	"10"	"10"	"0.41"	"51.22"	"3"	"1"	"0"	"0"	"Y"	"0.58"	"11.07"	"3.84"	"0.13"	"0.13"	"1"	"MOL"	"-1"	"11"	"4"	"1"	"0"	"150.0429"	"-0.76"	"NEUTRAL"	"C7H6N2O2"	"O=C1COc2cccnc2N1"	"ANHQLUBMNSSPBV-UHFFFAOYSA-N"
"CHEMBL27601"	"BENZENESULFONAMIDE"	"Benzenesulfonamide"	"Small molecule"	""	"157.19"	"19"	"54"	"0.33"	"60.16"	"2"	"1"	"0"	"1"	"N"	"0.64"	"10.24"	"None"	"0.58"	"0.58"	"1"	"MOL"	"-1"	"10"	"3"	"2"	"0"	"157.0197"	"-1.57"	"NEUTRAL"	"C6H7NO2S"	"NS(=O)(=O)c1ccccc1"	"KHBQMWCZKVMBLN-UHFFFAOYSA-N"
"CHEMBL2144042"	""	""	"Small molecule"	""	"193.23"	"4"	"8"	"0.90"	"68.01"	"4"	"2"	"0"	"1"	"N"	"0.40"	"10.58"	"2.46"	"1.05"	"1.04"	"2"	"MOL"	"-1"	"13"	"4"	"3"	"0"	"193.0310"	"-2.34"	"NEUTRAL"	"C8H7N3OS"	"NNC(=O)c1nc2ccccc2s1"	"GYADLBSESMQVEF-UHFFFAOYSA-N"
"CHEMBL1180544"	""	""	"Small molecule"	""	"194.28"	""	""	"0.87"	"23.55"	"3"	"0"	"0"	"1"	"Y"	"0.62"	"None"	"7.01"	"0.68"	"0.54"	"0"	"MOL"	"-1"	"14"	"3"	"0"	"0"	"194.1419"	"-0.39"	"NEUTRAL"	"C11H18N2O"	"CN1CCN(C2=CC(=O)CCC2)CC1"	"CBSFAYZGIURPOK-UHFFFAOYSA-N"
"CHEMBL1193496"	""	""	"Small molecule"	""	"162.21"	""	""	"0.14"	"75.68"	"3"	"2"	"0"	"3"	"N"	"0.46"	"4.06"	"9.87"	"-1.40"	"-1.40"	"0"	"MOL"	"-1"	"10"	"4"	"3"	"0"	"162.0463"	"-0.38"	"ZWITTERION"	"C5H10N2O2S"	"C/N=C(\N)SCCC(=O)O"	"QETAIGUMYQMEEU-UHFFFAOYSA-N"
"CHEMBL145825"	""	""	"Small molecule"	""	"122.17"	"1"	"1"	"0.60"	"52.04"	"2"	"2"	"0"	"1"	"Y"	"0.54"	"None"	"7.80"	"0.63"	"0.08"	"1"	"MOL"	"-1"	"9"	"2"	"4"	"0"	"122.0844"	"0.95"	"NEUTRAL"	"C7H10N2"	"NC(N)c1ccccc1"	"DYFXGORUJGZJCA-UHFFFAOYSA-N"
"CHEMBL186749"	""	""	"Small molecule"	""	"119.13"	"4"	"8"	"0.96"	"41.57"	"2"	"1"	"0"	"0"	"Y"	"0.56"	"None"	"5.11"	"0.52"	"0.51"	"2"	"MOL"	"-1"	"9"	"3"	"1"	"0"	"119.0483"	"-0.91"	"NEUTRAL"	"C6H5N3"	"c1ncc2cc[nH]c2n1"	"JJTNLWSCFYERCK-UHFFFAOYSA-N"
"CHEMBL607344"	""	""	"Small molecule"	""	"185.23"	"2"	"2"	"0.34"	"76.42"	"3"	"3"	"0"	"3"	"N"	"0.34"	"None"	"8.35"	"-0.46"	"-1.45"	"0"	"MOL"	"-1"	"13"	"5"	"3"	"0"	"185.1164"	"-0.33"	"NEUTRAL"	"C8H15N3O2"	"CC[C@@H](C(=N)NO)N1CCCC1=O"	"UHBBJLPPXNGVDE-LURJTMIESA-N"
"CHEMBL71490"	""	""	"Small molecule"	""	"137.21"	"1"	"2"	"0.58"	"7.12"	"1"	"0"	"0"	"1"	"Y"	"0.51"	"None"	"1.20"	"-3.08"	"-3.08"	"1"	"MOL"	"-1"	"10"	"2"	"0"	"0"	"137.1073"	"-0.69"	"NEUTRAL"	"C8H13N2+"	"CN(C)c1cc[n+](C)cc1"	"GJVSYYDNVIVXCK-UHFFFAOYSA-N"
"CHEMBL173694"	""	""	"Small molecule"	""	"196.21"	"2"	"6"	"0.63"	"62.66"	"4"	"1"	"0"	"2"	"N"	"0.75"	"13.84"	"3.43"	"-0.21"	"-0.21"	"1"	"MOL"	"-1"	"14"	"5"	"1"	"0"	"196.0848"	"-0.63"	"NEUTRAL"	"C9H12N2O3"	"CN(C)C(=O)Oc1cccnc1CO"	"IEDDELXMBQXJGD-UHFFFAOYSA-N"
"CHEMBL1183463"	""	""	"Small molecule"	""	"126.15"	""	""	"0.96"	"3.88"	"0"	"0"	"0"	"0"	"Y"	"0.36"	"None"	"None"	"-2.64"	"-2.64"	"1"	"MOL"	"-1"	"9"	"1"	"0"	"0"	"126.0714"	"-0.30"	"NEUTRAL"	"C7H9FN+"	"Cc1ccc(F)[n+](C)c1"	"YDJRYHCBZRMJER-UHFFFAOYSA-N"
"CHEMBL1529911"	""	""	"Small molecule"	""	"171.20"	"4"	"4"	"0.47"	"57.61"	"2"	"1"	"0"	"3"	"Y"	"0.67"	"4.47"	"None"	"-0.35"	"-3.19"	"0"	"MOL"	"-1"	"12"	"4"	"1"	"0"	"171.0895"	"-0.79"	"ACID"	"C8H13NO3"	"O=C(O)CCC(=O)N1CCCC1"	"ADSJBLXBDQWPHY-UHFFFAOYSA-N"
"CHEMBL65860"	""	"3-Carboxy-Hexanedioic Acid"	"Small molecule"	""	"190.15"	"1"	"1"	"0.03"	"111.90"	"3"	"3"	"0"	"6"	"N"	"0.54"	"3.50"	"None"	"-0.29"	"-8.70"	"0"	"MOL"	"-1"	"13"	"6"	"3"	"0"	"190.0477"	"0.92"	"ACID"	"C7H10O6"	"O=C(O)CCC(CC(=O)O)C(=O)O"	"LOGBRYZYTBQBTB-UHFFFAOYSA-N"
"CHEMBL1624225"	""	""	"Small molecule"	""	"183.24"	""	""	"0.91"	"82.99"	"4"	"3"	"0"	"2"	"N"	"0.47"	"8.41"	"10.52"	"0.45"	"-0.48"	"1"	"MOL"	"-1"	"12"	"4"	"4"	"0"	"183.0466"	"-0.51"	"BASE"	"C7H9N3OS"	"N=C(N)SCc1ncccc1O"	"OEPIIAYQPTXZRB-UHFFFAOYSA-N"
"CHEMBL3139541"	""	""	"Small molecule"	""	"137.18"	""	""	"0.64"	"46.25"	"2"	"2"	"0"	"2"	"Y"	"0.63"	"None"	"8.89"	"0.33"	"-1.16"	"1"	"MOL"	"-1"	"10"	"2"	"3"	"0"	"137.0841"	"0.21"	"BASE"	"C8H11NO"	"NCc1ccccc1CO"	"FTFHSGKASINZBY-UHFFFAOYSA-N"
